crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code1,vehicle_type_code2
2026-02-05T00:00:00.000,13:35,MANHATTAN,10013,40.71766,-74.002075,"{'latitude': '40.71766', 'longitude': '-74.002075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4878228,Station Wagon/Sport Utility Vehicle,Van
2026-02-05T00:00:00.000,13:35,MANHATTAN,10013,40.719395,-74.001884,"{'latitude': '40.719395', 'longitude': '-74.001884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CANAL ST,BROADWAY,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4877607,Station Wagon/Sport Utility Vehicle,Box Truck
2026-02-04T00:00:00.000,7:42,MANHATTAN,10012,40.725002,-73.99841,"{'latitude': '40.725002', 'longitude': '-73.99841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4877606,Station Wagon/Sport Utility Vehicle,
2026-02-03T00:00:00.000,10:25,MANHATTAN,10012,40.721962,-73.99991,"{'latitude': '40.721962', 'longitude': '-73.99991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,0,0,0,0,0,0,0,0,Obstruction/Debris,,4877791,Station Wagon/Sport Utility Vehicle,
2026-02-03T00:00:00.000,9:30,MANHATTAN,10013,40.71777,-73.99656,"{'latitude': '40.71777', 'longitude': '-73.99656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,0,0,0,0,0,0,0,0,Driver Inexperience,,4877726,Sedan,
2026-02-03T00:00:00.000,12:40,MANHATTAN,10013,40.724823,-74.00793,"{'latitude': '40.724823', 'longitude': '-74.00793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,4877304,Station Wagon/Sport Utility Vehicle,Box Truck
2026-02-02T00:00:00.000,15:28,MANHATTAN,10013,40.719402,-74.006386,"{'latitude': '40.719402', 'longitude': '-74.006386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4876303,Sedan,Van
2026-02-01T00:00:00.000,17:37,MANHATTAN,10012,40.725033,-73.99311,"{'latitude': '40.725033', 'longitude': '-73.99311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4875587,Sedan,Station Wagon/Sport Utility Vehicle
2026-01-31T00:00:00.000,18:28,MANHATTAN,10013,40.718777,-73.9957,"{'latitude': '40.718777', 'longitude': '-73.9957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELIZABETH ST,GRAND ST,2,0,2,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,4875597,Station Wagon/Sport Utility Vehicle,
2026-01-31T00:00:00.000,15:50,MANHATTAN,10012,40.72472,-73.99324,"{'latitude': '40.72472', 'longitude': '-73.99324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,4875472,Sedan,
2026-01-31T00:00:00.000,19:00,MANHATTAN,10002,40.71847,-73.9945,"{'latitude': '40.71847', 'longitude': '-73.9945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4875767,Station Wagon/Sport Utility Vehicle,Sedan
2026-01-30T00:00:00.000,9:50,MANHATTAN,10013,40.71827,-74.00705,"{'latitude': '40.71827', 'longitude': '-74.00705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",W BROADWAY,LEONARD ST,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4874924,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
2026-01-28T00:00:00.000,18:30,MANHATTAN,10013,40.719162,-74.00491,"{'latitude': '40.719162', 'longitude': '-74.00491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,0,0,0,0,0,0,0,0,Unspecified,,4877613,Sedan,
2026-01-28T00:00:00.000,16:20,MANHATTAN,10012,40.72169,-73.99582,"{'latitude': '40.72169', 'longitude': '-73.99582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,4874625,Station Wagon/Sport Utility Vehicle,Garbage or Refuse
2026-01-25T00:00:00.000,7:43,MANHATTAN,10012,40.72038,-73.99458,"{'latitude': '40.72038', 'longitude': '-73.99458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,1,0,0,0,0,0,1,0,Tow Hitch Defective,Driver Inexperience,4873816,Tow Truck / Wrecker,Pick-up Truck
2026-01-24T00:00:00.000,3:38,MANHATTAN,10013,40.721638,-74.011894,"{'latitude': '40.721638', 'longitude': '-74.011894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST ST,HUBERT ST,2,0,0,0,0,0,2,0,Unspecified,Unspecified,4873788,Sedan,
2026-01-24T00:00:00.000,1:07,,,40.7237,-74.00791,"{'latitude': '40.7237', 'longitude': '-74.00791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CANAL ST,HUDSON ST,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4875326,Sedan,Station Wagon/Sport Utility Vehicle
2026-01-24T00:00:00.000,18:30,MANHATTAN,10012,40.72289,-73.9958,"{'latitude': '40.72289', 'longitude': '-73.9958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,0,0,0,0,0,0,0,0,Unspecified,,4874176,Sedan,
2026-01-22T00:00:00.000,14:23,MANHATTAN,10013,40.724403,-74.00604,"{'latitude': '40.724403', 'longitude': '-74.00604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VARICK ST,BROOME ST,0,0,0,0,0,0,0,0,Illnes,Unspecified,4873856,Taxi,Sedan
2026-01-21T00:00:00.000,14:45,MANHATTAN,10002,40.71997,-73.9929,"{'latitude': '40.71997', 'longitude': '-73.9929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DELANCEY ST,CHRYSTIE ST,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,4873176,E-Bike,Sedan
2026-01-21T00:00:00.000,13:57,,,40.7237,-74.00791,"{'latitude': '40.7237', 'longitude': '-74.00791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CANAL ST,HUDSON ST,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4873855,E-Bike,
2026-01-21T00:00:00.000,17:15,MANHATTAN,10012,40.726765,-73.995834,"{'latitude': '40.726765', 'longitude': '-73.995834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,0,0,0,0,0,0,0,0,Unspecified,,4873331,Taxi,
2026-01-21T00:00:00.000,12:25,MANHATTAN,10013,40.71864,-73.99904,"{'latitude': '40.71864', 'longitude': '-73.99904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,4873194,Sedan,Station Wagon/Sport Utility Vehicle
2026-01-20T00:00:00.000,13:37,MANHATTAN,10013,40.72197,-74.00823,"{'latitude': '40.72197', 'longitude': '-74.00823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAIGHT ST,HUDSON ST,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4872956,Station Wagon/Sport Utility Vehicle,Pick-up Truck
