geoid,ntaname,area_km2,ped_pctile,crash_pctile,res_pctile,combined_ped_pctile,combined_crash_leg_pctile,combined_idx_base,combined_idx,study_intersects,study_floor_threshold,combined_scope_in,ped_metric,ped_density,crash_n,crash_density,ped_ksi,ksi_rate,res_unit_share_pct,acs_hu_per_km2,dist_nearest_subway_m,subway_access_pctile,nearest_stop_name,nearest_complex_id,nearest_subway_ridership_sum,subway_nearest_ridership_pctile,transit_access_ridership_pctile,nw_exp_HME_AMN,nw_exp_HME_JOB,nw_exp_HME_MTA,nw_exp_HME_PRK,nw_exp_HME_SCH,nw_exp_predwkdyAM,nw_exp_predwkdyMD,nw_exp_predwkdyPM,nw_exp_predwkndAM,nw_exp_predwkndMD,nw_exp_predwkndPM,gi_z,gi_p_sim,gi_class
36061005400,Midtown South-Flatiron-Union Square,0.16808535685043324,84.51612903225806,80.64516129032258,15.960912052117262,84.51612903225806,52.25806451612903,74.35214490991903,74.35214490991903,False,86.5571528751753,True,12252972.173653198,72897320.76159504,16,95.18973157332925,1.0,8.161284496649658e-08,74.78483368225169,20602.627527402452,0.015330170767941432,65.80645161290323,14 St,601,23850658.0,81.93548387096774,90.0,15218430.402952764,16696407.289694984,10573366.944917317,5553618.558856255,9521668.714157809,11304230.005067436,16049533.987795597,17117882.824814405,4041788.929776438,11097216.77980522,13907180.514660085,1.2686845429392128,0.003,hot_spot
36061005501,Greenwich Village,0.12435041160376456,75.80645161290323,3.387096774193549,18.566775244299674,75.80645161290323,23.548387096774192,60.289265919693776,86.5571528751753,True,86.5571528751753,True,6829141.163891073,54918524.80273036,0,0.0,0.0,0.0,79.01112484548825,18423.742796285547,48.43059653242395,46.12903225806452,Broadway-Lafayette St,619,22467733.0,81.12903225806451,46.774193548387096,6914177.629494861,7557452.126649244,5170766.992129914,7610109.805055489,2595088.960339214,5042722.265498573,7308943.859840073,8092437.425292521,2520765.0237295083,9016971.019056091,8993007.389929673,1.1850715491436516,0.011,hot_spot
36061005502,Greenwich Village,0.11548007925730404,90.0,66.77419354838709,14.65798045602606,90.0,23.548387096774192,69.21360116670718,86.5571528751753,True,86.5571528751753,True,10574437.394775668,91569363.8485864,8,69.27601757334268,0.0,0.0,72.98170075349839,11092.822313931496,0.0,83.38709677419355,Broadway-Lafayette St,619,22467733.0,81.12903225806451,89.35483870967742,7806401.53553015,10340026.81529795,13487835.987692092,3762512.7870232128,2133961.1129905675,9343815.254314305,10711351.722283062,13066380.098574612,3399438.923509825,12911675.794139758,14013962.57583245,1.4142870467942952,0.002,hot_spot
36061005800,Midtown South-Flatiron-Union Square,0.17462792291434642,93.54838709677419,79.03225806451613,6.840390879478828,93.54838709677419,76.45161290322581,86.5571528751753,86.5571528751753,False,86.5571528751753,True,18677248.695441354,106954537.30273362,16,91.62337690890288,5.0,2.6770536784226715e-07,56.30434782608695,15461.444853377361,0.0,83.38709677419355,23 St,228,13317903.0,66.45161290322581,85.48387096774194,14724098.227721266,15018691.21056462,9664656.545041585,13306999.232598491,6825421.499829246,19274651.726356305,24261607.05667107,29432940.54737452,5024639.366969826,15505975.096247476,18563678.37902894,1.1920804447685212,0.009,hot_spot
36061006700,West Village,0.16842235063086597,84.83870967741936,38.70967741935484,39.413680781758956,84.83870967741936,23.548387096774192,66.82072183712195,66.82072183712195,False,86.5571528751753,True,12504904.701337198,74247299.44984798,7,41.56217968565238,0.0,0.0,92.22088835534214,21998.267962191723,39.50963939361821,48.38709677419355,Houston St,324,7221048.0,34.83870967741935,47.74193548387097,11588850.548418486,12348732.030745167,8490773.503575658,8802224.066921523,11558345.168779517,10174863.44065931,13450046.812156638,15133690.233531067,4442534.982833822,15252609.351385042,16575683.387457306,0.46314530196445364,0.215,not_significant
36061006800,Gramercy,0.1744459842902453,85.48387096774194,55.80645161290323,17.263843648208468,85.48387096774194,51.935483870967744,75.01518655880017,75.01518655880017,False,86.5571528751753,True,13158662.271522187,75431156.0971713,10,57.32433475431502,1.0,7.599556120295192e-08,77.40050536955148,24609.336910027436,0.11505494331904649,61.61290322580645,23 St-Baruch College,405,12648424.0,60.0,82.58064516129032,19456482.814376667,18163212.025333233,18835103.064074397,8564258.017665535,13377180.448475864,11526227.345193462,14694684.2403074,17355114.265704438,4329300.463893168,14640745.6363216,16405901.67771305,0.7544217550732083,0.094,not_significant
36061007001,Murray Hill-Kips Bay,0.08988629064291914,53.2258064516129,97.41935483870968,83.71335504885994,53.2258064516129,83.22580645161291,64.4459666171773,64.4459666171773,False,86.5571528751753,True,2705344.989546079,30097414.969467256,14,155.75233887018632,1.0,3.696384875961047e-07,97.62900976290098,30649.835256240236,530.1745317765981,7.741935483870968,33 St,403,13672787.0,67.25806451612904,6.129032258064516,6671899.391957106,13377179.920317601,1363031.1254748239,4701228.332436517,4799128.010588467,2931411.370296128,4700290.627612891,3410217.4653084604,1278805.1992493442,1906557.6724439461,2004787.6023657068,0.4813342269688091,0.192,not_significant
36061007002,Murray Hill-Kips Bay,0.08743860083872909,71.93548387096774,65.48387096774194,65.14657980456026,71.93548387096774,73.87096774193549,73.70625415221082,73.70625415221082,False,86.5571528751753,True,4292674.310649811,49093584.177624,6,68.61957925271862,1.0,2.3295495876873652e-07,95.73798627002289,29300.56034091085,311.17457910559386,12.258064516129032,33 St,403,13672787.0,67.25806451612904,13.548387096774196,10130736.355120968,6377327.520783662,3846677.963052228,6633132.804180125,14806305.972569274,4137513.438944511,5134776.212825394,5564449.388042542,1613998.5267757683,4938303.571089834,4367004.726220815,0.9368793727742183,0.031,hot_spot
36061007200,Murray Hill-Kips Bay,0.17441884251564593,89.6774193548387,69.35483870967742,27.68729641693811,89.6774193548387,59.03225806451613,80.39447907390917,80.39447907390917,False,86.5571528751753,True,15883039.408069735,91062635.08568448,13,74.53323168816384,2.0,1.2592047546412179e-07,87.88958147818343,29079.427009412848,0.07859397371478986,62.58064516129033,33 St,403,13672787.0,67.25806451612904,85.80645161290322,22703094.129484147,17806527.05779576,19038998.707057904,7458649.393219268,23724293.417959444,13466673.87469428,18065108.4604827,20579064.735916514,4961344.116185835,18012313.94864475,20213731.31249433,0.965534909682498,0.043,hot_spot
36061007300,West Village,0.16523622972161892,80.0,16.7741935483871,40.71661237785016,80.0,23.548387096774192,63.69481189242155,63.69481189242155,False,86.5571528751753,True,10564103.059100889,63933333.97220888,3,18.155824573425804,0.0,0.0,92.60591526778578,26089.91991201288,0.0,83.38709677419355,Christopher St-Stonewall,323,6827870.0,32.09677419354839,74.83870967741936,15467706.132838968,10938572.671597498,9820741.73358893,7822953.995960256,10412214.523282502,7336193.141978672,10156759.302633198,12009145.855439741,4269092.688642934,14385011.779166242,15228415.586744536,0.3550769049353956,0.285,not_significant
36061007700,West Village,0.1788379668859234,79.6774193548387,41.935483870967744,49.5114006514658,79.6774193548387,23.548387096774192,63.550064626130954,63.550064626130954,False,86.5571528751753,True,11407373.236809349,63786082.09120297,8,44.73323052874457,0.0,0.0,93.90451832907075,23121.48852954485,0.15724239001768056,61.29032258064516,8 Av,618,25776130.0,85.96774193548387,91.61290322580645,13539177.02140358,13089553.40820589,21797291.7685129,11409280.526391627,3366077.845341485,9381621.032804687,10678385.192361869,14173241.06061047,4366122.731786015,13891881.966727728,15952987.43656533,0.46824259111106586,0.193,not_significant
36061007800,Murray Hill-Kips Bay,0.17764082226412078,60.967741935483865,88.38709677419355,42.99674267100978,60.967741935483865,99.67741935483872,74.18461125661054,74.18461125661054,False,86.5571528751753,True,6378006.486680592,35903945.98150201,21,118.21607067758715,10.0,1.5678877801387558e-06,93.04706384188825,31214.671995581943,283.12569639197204,16.129032258064516,Grand Central-42 St,610,75877393.0,97.09677419354838,17.419354838709676,18828344.958442867,14317221.689698225,4796744.388369176,27951547.106721163,14488402.228101756,6096541.895909917,8614930.723803036,7635558.763135248,3357735.4230614444,6616649.134944186,5946622.979229726,0.3560455328236751,0.361,not_significant
36061008000,Murray Hill-Kips Bay,0.1724258774621233,90.32258064516128,84.83870967741936,11.074918566775244,90.32258064516128,50.645161290322584,77.22195526975938,77.22195526975938,False,86.5571528751753,True,16415164.017971536,95201278.7151247,19,110.19227670262963,1.0,6.091927793020582e-08,66.37458926615552,22229.841926377863,0.0,83.38709677419355,Grand Central-42 St,610,75877393.0,97.09677419354838,98.70967741935483,14478380.248314004,17847816.90801859,21157126.372594975,5333570.178590569,4616633.667705701,19102153.234697383,22542303.866323944,23983189.18558871,4148618.756520441,13937720.781132616,14776998.283566115,1.0092913553427698,0.025,hot_spot
36061008100,Chelsea-Hudson Yards,0.17427797390104535,84.19354838709677,65.80645161290323,42.01954397394137,84.19354838709677,63.54838709677419,78.42759936635944,78.42759936635944,False,86.5571528751753,True,12686233.307299122,72793096.12873018,12,68.85551703058916,2.0,1.5765119511069448e-07,92.74553571428571,30348.06913123217,0.0,83.38709677419355,18 St,321,3944980.0,15.0,63.87096774193548,15462695.390447812,15617855.669257805,23585983.910291847,6443907.791609341,11372953.811617248,11945708.03007118,13156634.343103632,16382136.908377523,4376385.328057596,13213213.523339761,17043321.71084503,0.9051218806398824,0.053,not_significant
36061008200,Midtown-Times Square,0.17249487473218636,94.19354838709677,60.322580645161295,6.514657980456026,94.19354838709677,23.548387096774192,70.84898071521954,70.84898071521954,False,86.5571528751753,True,18916277.887999896,109662840.2285523,11,63.77001065729332,0.0,0.0,51.1731626914873,14562.751524647347,0.8987502854652153,57.096774193548384,Grand Central-42 St,610,75877393.0,97.09677419354838,97.74193548387096,8892821.600394025,9979662.025312418,6103674.513434316,8623148.673199432,2414288.5529250684,19128584.202835795,27762294.865769166,28804021.249036945,4064817.0528706033,16139229.11549918,17598720.841987677,1.0545815669896548,0.012,hot_spot
36061008300,Chelsea-Hudson Yards,0.17400846746963283,75.48387096774194,31.61290322580645,14.006514657980457,75.48387096774194,23.548387096774192,59.75229994588363,59.75229994588363,False,86.5571528751753,True,9525459.549107,54741356.48467417,6,34.48108064653287,0.0,0.0,72.4653537563822,13844.153879582944,0.0,83.38709677419355,8 Av,618,25776130.0,85.96774193548387,92.90322580645162,10768078.673786655,12013406.374210034,10568042.032957753,10282378.123519402,12151201.11588228,7991061.985986708,10102330.475122197,11961709.372435546,3496253.4910007636,11484920.13277479,12116481.837321995,0.3027781794310395,0.298,not_significant
36061008900,Chelsea-Hudson Yards,0.16561583660758886,61.29032258064516,3.387096774193549,58.95765472312704,61.29032258064516,23.548387096774192,51.657301517974126,51.657301517974126,False,86.5571528751753,True,5988760.141371892,36160552.42085149,0,0.0,0.0,0.0,95.0815142304504,22515.96270250118,162.06231164528643,26.7741935483871,23 St,165,10855543.0,53.5483870967742,29.354838709677416,10013974.280094612,12213143.659367647,5055210.1205265215,6536312.976286983,23134235.55228809,5600560.559236179,6906559.820971348,7565122.197743031,2786200.8075346104,6493236.319877856,6580881.142868331,0.3208920852963264,0.215,not_significant
36061009200,East Midtown-Turtle Bay,0.1968086654076607,95.48387096774194,58.387096774193544,7.491856677524431,95.48387096774194,48.70967741935484,79.52304972733155,79.52304972733155,False,86.5571528751753,True,22719907.542789847,115441601.59680389,12,60.97292502412805,1.0,4.401426168228787e-08,56.912607449856736,6239.562660802437,0.0,83.38709677419355,Grand Central-42 St,610,75877393.0,97.09677419354838,98.70967741935483,8294952.85239008,12818716.154897308,7118230.3753515845,1120403.1014821753,8291.829019960198,29650579.787739053,34291632.45615248,38352668.729198255,4116524.4575388986,14826515.572071128,15081524.254039265,1.0557744693655047,0.021,hot_spot
36061009300,Chelsea-Hudson Yards,0.17924922433607485,69.35483870967742,80.3225806451613,67.42671009771986,69.35483870967742,58.70967741935483,67.4888478563917,67.4888478563917,False,86.5571528751753,True,8010090.121708422,44686888.612082824,17,94.84001988274524,1.0,1.2484252486090525e-07,95.90598938589841,35419.95801385585,0.014334067342806027,66.12903225806451,23 St,165,10855543.0,53.5483870967742,81.61290322580645,16007929.06491115,13973410.144919002,16645333.403803447,16467442.09639189,12295860.252651954,7359296.532645239,7805766.831155154,9944666.263383936,3295035.895757925,8851108.816821925,10804666.390486354,0.286969135733315,0.367,not_significant
36061009400,Midtown-Times Square,0.15295363368054735,98.70967741935483,9.67741935483871,2.6058631921824107,98.70967741935483,23.548387096774192,71.41642228739002,71.41642228739002,False,86.5571528751753,True,20414750.613010723,133470190.42155042,1,6.537929017682305,0.0,0.0,3.812316715542522,385.737812043256,0.0,83.38709677419355,Grand Central-42 St,610,75877393.0,97.09677419354838,98.70967741935483,2127671.3978503724,2129719.6163477064,818017.7712577777,326171.165714547,59584.126370483595,21608704.706507284,36162454.1427986,41714629.42561317,2480455.9351989203,9181475.073267497,11340784.394678855,0.9765801312869389,0.021,hot_spot
36061009500,Midtown South-Flatiron-Union Square,0.171979438379855,88.70967741935483,85.16129032258064,5.211726384364821,88.70967741935483,69.6774193548387,80.85828065265736,80.85828065265736,False,86.5571528751753,True,14757327.55329466,85808673.94565976,19,110.47832333324789,3.0,2.0328882623747185e-07,45.87529047250194,8925.485595607131,0.0,83.38709677419355,28 St,319,6911268.0,33.87096774193548,75.48387096774194,14289770.787260432,13357575.410090204,8903686.884884227,2882176.0814371444,7817018.213009512,15857971.330386316,18227087.823576126,23988851.851553597,4145961.406937515,11717612.636943089,14606480.270371318,1.3189177714307023,0.002,hot_spot
36061009600,Midtown-Times Square,0.17533482839064346,91.93548387096774,65.16129032258064,3.257328990228013,91.93548387096774,23.548387096774192,67.23020138065088,67.23020138065088,False,86.5571528751753,True,17521656.372303244,99932549.24381165,12,68.44048105071386,0.0,0.0,8.152414709791758,1762.3423870558818,0.06034506458319627,63.54838709677419,47-50 Sts-Rockefeller Ctr,225,28183329.0,91.12903225806451,93.87096774193549,4269619.484924813,1988641.0938328248,1037766.185417996,3311751.5104746646,830848.2551448977,20879290.957828645,27184257.828468427,34314145.86576495,2676281.171115911,8539925.561564397,11536036.84907712,1.1243066462548656,0.003,hot_spot
